epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,977.034,1.31443,1.20619,1.46754,0.6544,0.5867,0.64954,0.3286,1.61649,1.4054,1.80765,0.000769,0.000769,0.000769
72,990.495,1.26535,1.15913,1.42992,0.60773,0.6647,0.68918,0.35086,1.6327,1.33328,1.8059,0.0007657,0.0007657,0.0007657
73,1003.88,1.25464,1.13696,1.42567,0.59095,0.64887,0.66104,0.32985,1.62418,1.38876,1.78602,0.0007624,0.0007624,0.0007624
74,1017.33,1.28397,1.17825,1.4467,0.65966,0.58218,0.65104,0.31794,1.6606,1.36847,1.80227,0.0007591,0.0007591,0.0007591
75,1030.78,1.26096,1.14427,1.42385,0.5762,0.67142,0.66066,0.33229,1.61754,1.36841,1.78675,0.0007558,0.0007558,0.0007558
76,1044.18,1.25861,1.1551,1.43702,0.57389,0.69062,0.65614,0.32802,1.63106,1.36774,1.80199,0.0007525,0.0007525,0.0007525
77,1057.73,1.22715,1.1399,1.40781,0.63595,0.65614,0.66803,0.32721,1.67551,1.37038,1.85796,0.0007492,0.0007492,0.0007492
78,1071.33,1.25443,1.17091,1.43081,0.60356,0.66228,0.67232,0.32687,1.68343,1.34191,1.84679,0.0007459,0.0007459,0.0007459
79,1085.18,1.25709,1.13407,1.42698,0.58828,0.66302,0.66609,0.3234,1.6487,1.36505,1.81019,0.0007426,0.0007426,0.0007426
80,1098.86,1.25507,1.13349,1.41692,0.5815,0.6667,0.66845,0.33929,1.61657,1.33867,1.79739,0.0007393,0.0007393,0.0007393
81,1112.56,1.23499,1.11892,1.41393,0.59008,0.65808,0.64438,0.31399,1.69228,1.42204,1.85112,0.000736,0.000736,0.000736
82,1126.22,1.22757,1.11816,1.41113,0.59203,0.67538,0.66981,0.33947,1.63767,1.37418,1.80393,0.0007327,0.0007327,0.0007327
83,1139.93,1.27118,1.15292,1.43739,0.61969,0.61838,0.65403,0.33464,1.66307,1.3643,1.825,0.0007294,0.0007294,0.0007294
84,1153.42,1.23532,1.08556,1.41051,0.62037,0.67946,0.70521,0.35845,1.61412,1.31861,1.77972,0.0007261,0.0007261,0.0007261
85,1166.86,1.23248,1.09735,1.40569,0.6579,0.65895,0.6917,0.34537,1.66732,1.32685,1.834,0.0007228,0.0007228,0.0007228
86,1180.27,1.22094,1.12202,1.40777,0.60332,0.68529,0.67063,0.33827,1.66633,1.3556,1.84401,0.0007195,0.0007195,0.0007195
87,1193.68,1.23357,1.09369,1.40255,0.70247,0.59313,0.68347,0.33739,1.68326,1.3536,1.88619,0.0007162,0.0007162,0.0007162
88,1207.1,1.23379,1.1033,1.40985,0.67917,0.65968,0.6938,0.34769,1.66324,1.31827,1.85616,0.0007129,0.0007129,0.0007129
89,1220.6,1.22253,1.09303,1.40839,0.6056,0.67348,0.64891,0.33495,1.6299,1.36345,1.80912,0.0007096,0.0007096,0.0007096
90,1234.1,1.21929,1.09114,1.39932,0.59904,0.64022,0.68398,0.33682,1.65661,1.35821,1.86137,0.0007063,0.0007063,0.0007063
91,1247.5,1.22705,1.08258,1.40266,0.64991,0.64377,0.6755,0.33834,1.61954,1.35597,1.81639,0.000703,0.000703,0.000703
92,1261.11,1.22879,1.0929,1.40991,0.69101,0.62256,0.67965,0.34015,1.64547,1.34367,1.84901,0.0006997,0.0006997,0.0006997
93,1274.55,1.22014,1.08301,1.39616,0.59712,0.67101,0.68967,0.3339,1.67723,1.32563,1.84871,0.0006964,0.0006964,0.0006964
94,1287.96,1.21065,1.07348,1.39477,0.64231,0.68146,0.68838,0.35553,1.6224,1.29557,1.77448,0.0006931,0.0006931,0.0006931
95,1301.41,1.19582,1.06475,1.38367,0.64002,0.67491,0.67798,0.33969,1.65307,1.34184,1.83027,0.0006898,0.0006898,0.0006898
