epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,1063.24,1.05364,0.89316,1.28493,0.68368,0.67809,0.71217,0.39711,1.58202,1.20105,1.7,0.0001222,0.0001222,0.0001222
135,1071.12,1.05783,0.88525,1.28711,0.72619,0.68731,0.73136,0.40382,1.56629,1.19611,1.67924,0.0001156,0.0001156,0.0001156
136,1078.99,1.059,0.90225,1.29405,0.71468,0.69805,0.739,0.40301,1.57403,1.18415,1.68267,0.000109,0.000109,0.000109
137,1086.9,1.06751,0.90236,1.29173,0.71538,0.71581,0.7421,0.40294,1.58123,1.18402,1.69156,0.0001024,0.0001024,0.0001024
138,1094.78,1.05645,0.8951,1.28071,0.67676,0.71281,0.72164,0.39665,1.59516,1.19797,1.70066,9.58e-05,9.58e-05,9.58e-05
139,1102.64,1.04612,0.87417,1.27007,0.66366,0.72253,0.72611,0.39824,1.59547,1.19814,1.70421,8.92e-05,8.92e-05,8.92e-05
140,1110.55,1.03773,0.89021,1.27857,0.71417,0.68837,0.72656,0.39694,1.594,1.1864,1.7061,8.26e-05,8.26e-05,8.26e-05
141,1118.46,1.03532,0.85555,1.29765,0.76527,0.64399,0.71405,0.3882,1.60232,1.19104,1.71716,7.6e-05,7.6e-05,7.6e-05
142,1125.49,1.00931,0.81632,1.28745,0.73712,0.65697,0.72012,0.39126,1.60709,1.18047,1.71315,6.94e-05,6.94e-05,6.94e-05
143,1132.57,0.99853,0.795,1.28792,0.71045,0.69323,0.72162,0.38725,1.62821,1.17798,1.7365,6.28e-05,6.28e-05,6.28e-05
144,1139.6,0.97535,0.74875,1.26792,0.69286,0.71617,0.72707,0.39031,1.62921,1.1791,1.74084,5.62e-05,5.62e-05,5.62e-05
145,1146.55,0.95868,0.73049,1.25921,0.70049,0.72276,0.73267,0.39177,1.61376,1.17948,1.73304,4.96e-05,4.96e-05,4.96e-05
146,1153.58,0.95939,0.75074,1.2606,0.68939,0.73942,0.73454,0.39577,1.60903,1.18153,1.71881,4.3e-05,4.3e-05,4.3e-05
147,1160.56,0.97014,0.74398,1.26047,0.72138,0.71868,0.72935,0.39214,1.6141,1.17933,1.7302,3.64e-05,3.64e-05,3.64e-05
148,1167.49,0.96207,0.74705,1.26195,0.69927,0.72155,0.73223,0.39328,1.60425,1.16405,1.72725,2.98e-05,2.98e-05,2.98e-05
149,1174.49,0.93836,0.71709,1.23427,0.71026,0.69757,0.73075,0.39068,1.61095,1.16995,1.73418,2.32e-05,2.32e-05,2.32e-05
150,1181.46,0.9465,0.72081,1.247,0.70765,0.7034,0.73428,0.39488,1.60555,1.17017,1.73265,1.66e-05,1.66e-05,1.66e-05
